Unique id,channel_name,category,Sub-category,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift,CSAT Score
c54459b3-ffb3-4ffa-a338-6fd179beb6b1,Inbound,Order Related,Installation/demo,2023-01-08 10:00:00,2023-01-08 10:04:00,2023-08-01,1722,9,979.0,427.0,Jennifer May,Zoe Yamamoto,William Kim,On Job Training,Morning,3
deccfb1d-05d4-40b8-8371-15282c91bacb,Inbound,Cancellation,Not Needed,2023-01-08 21:05:00,2023-01-08 21:07:00,2023-08-01,1722,9,979.0,427.0,Ryan Thompson,Olivia Wang,Emily Chen,31-60,Evening,5
6e51734e-9627-4a12-8062-877c3638627d,Inbound,Order Related,Installation/demo,2023-02-08 20:03:00,2023-02-08 20:05:00,2023-08-02,1153,2,15990.0,427.0,David Butler,Olivia Wang,Emily Chen,31-60,Evening,5
2376e4ae-aafb-4320-9f45-e402f943d264,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 22:31:00,2023-01-08 22:59:00,2023-08-01,1722,9,979.0,427.0,Stephen Morris,Wyatt Kim,Michael Lee,>90,Evening,5
00df431a-b184-417a-ae49-c4feb6bd00bb,Inbound,Returns,Return request,2023-02-08 20:01:00,2023-02-08 20:16:00,2023-08-02,1722,9,979.0,427.0,Jacob Hendricks,Logan Lee,Emily Chen,61-90,Evening,5
415f125e-d71e-41a6-8d79-ab9169b2c60b,Outcall,Returns,Return request,2023-02-08 16:15:00,2023-02-08 16:17:00,2023-08-02,1722,9,979.0,427.0,Michael Allen,Mia Patel,Olivia Tan,0-30,Afternoon,4
3cc96e2f-74b4-4f5b-a4d5-9bf16ae14975,Inbound,Payments related,Payment related Queries,2023-02-08 16:50:00,2023-02-08 16:52:00,2023-08-02,1722,9,979.0,427.0,Samuel Spencer,Zoe Yamamoto,John Smith,>90,Afternoon,5
081f62d7-332f-4aac-91cf-e79758976725,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 08:55:00,2023-01-08 08:57:00,2023-08-01,224,2,1099.0,427.0,Cynthia Mills,William Park,John Smith,31-60,Morning,5
c0edcb0a-cfa8-4f35-86ad-88c9f6b47290,Inbound,Order Related,Order status enquiry,2023-02-08 11:07:00,2023-02-08 11:10:00,2023-08-02,1208,8,99999.0,427.0,Michelle Williams,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,1
0187565a-b6ff-4180-9869-a29128267d51,Inbound,Order Related,Delayed,2023-01-08 16:28:00,2023-01-08 16:31:00,2023-08-01,905,6,3199.0,427.0,Carl Douglas,Emily Yamashita,Michael Lee,31-60,Morning,5
867c2b1d-3b4f-4434-87e0-125af687dc4a,Inbound,Returns,Fraudulent User,2023-02-08 21:06:00,2023-02-08 21:07:00,2023-08-02,516,7,664.0,427.0,Wendy Taylor,Madison Kim,Michael Lee,31-60,Evening,5
b92ce596-3d4f-4fb0-87b4-8223ccb5f63c,Inbound,Returns,Reverse Pickup Enquiry,2023-02-08 07:09:00,2023-02-08 07:10:00,2023-08-02,1722,9,979.0,427.0,Jake Castro,Noah Patel,Michael Lee,>90,Morning,4
93c9b522-8046-4a69-82ad-96784b6d3fce,Inbound,Cancellation,Return cancellation,2023-01-08 16:37:00,2023-01-08 21:37:00,2023-08-01,1722,9,979.0,427.0,Stephen Morris,Wyatt Kim,Michael Lee,>90,Evening,4
0644deaa-8ff7-4ddf-baf7-5964da879d1b,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 18:41:00,2023-01-08 18:42:00,2023-08-01,1722,9,979.0,427.0,Matthew Bennett,Olivia Wang,John Smith,>90,Evening,5
39fb5940-dffe-49bf-8f9b-936cb1994152,Inbound,Order Related,Unable to track,2023-01-08 21:28:00,2023-01-08 22:20:00,2023-08-01,1722,9,979.0,427.0,Ashley Hamilton,Jackson Park,William Kim,On Job Training,Evening,1
b18b603b-2f31-49e5-8e68-64010c1c5674,Outcall,Returns,Reverse Pickup Enquiry,2023-02-08 11:09:00,2023-02-08 15:05:00,2023-08-02,1722,9,979.0,427.0,Rhonda Martin DVM,Wyatt Kim,Jennifer Nguyen,On Job Training,Morning,1
95763fca-68b8-4651-bbff-6c46a5fa935e,Outcall,Order Related,Installation/demo,2023-02-08 13:38:00,2023-02-08 13:42:00,2023-08-02,1722,9,979.0,427.0,Kevin Griffin,Evelyn Kimura,John Smith,0-30,Morning,5
1a097216-1af5-456d-831d-dccee89e53cd,Inbound,Returns,Reverse Pickup Enquiry,2023-02-08 13:55:00,2023-02-08 18:39:00,2023-08-02,1722,9,979.0,427.0,Dana Bridges,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,4
2cb983af-4a35-4d65-a8cf-3fb6605be62f,Inbound,Returns,Reverse Pickup Enquiry,2023-02-08 14:24:00,2023-02-08 14:26:00,2023-08-02,1722,9,979.0,427.0,Brandon Martin,Nathan Patel,John Smith,>90,Afternoon,5
ab5cf04a-f884-4bdf-acf3-c37989669c12,Outcall,Returns,Exchange / Replacement,2023-02-08 14:47:00,2023-02-08 14:50:00,2023-08-02,1722,9,979.0,427.0,Carmen Snow,Dylan Kim,Olivia Tan,>90,Morning,5
3205034e-38b5-4afc-adb7-2736a63943a5,Inbound,Order Related,Order status enquiry,2023-01-08 00:54:00,2023-01-08 01:05:00,2023-08-01,822,3,11159.0,427.0,Charles Williamson,Logan Lee,Emily Chen,0-30,Evening,3
8305c058-38a8-4ac8-a024-baa1f53d44df,Outcall,Returns,Reverse Pickup Enquiry,2023-01-08 16:27:00,2023-01-08 16:27:00,2023-08-01,1722,9,979.0,427.0,Christopher Mcintosh,Oliver Nguyen,John Smith,>90,Morning,5
5deed8bc-e04b-4c67-947f-eef58c70186e,Inbound,Order Related,Installation/demo,2023-01-08 16:40:00,2023-01-08 16:44:00,2023-08-01,1722,9,979.0,427.0,David Warren,Elijah Yamaguchi,Emily Chen,>90,Morning,5
2c4d8e90-94f8-477f-b8da-9454dcd88511,Inbound,Order Related,Seller Cancelled Order,2023-01-08 17:37:00,2023-01-08 17:43:00,2023-08-01,1722,9,979.0,427.0,Tina Carroll,Layla Taniguchi,Emily Chen,>90,Morning,5
6e484bc5-2d75-4a92-8c17-9ca1d31ad702,Inbound,Order Related,Order status enquiry,2023-02-08 22:08:00,2023-02-08 23:22:00,2023-08-02,1722,9,979.0,427.0,Andrea Beck,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,3
32a24547-ac59-4ea5-8cbe-e9b8b4f0f1ad,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 08:09:00,2023-01-08 08:11:00,2023-08-01,1722,9,979.0,427.0,Jessica Nixon,Harper Wong,Emily Chen,>90,Split,5
4e4b10b7-70a9-4ace-9f82-b1bf18b3d9c9,Inbound,Returns,Wrong,2023-01-08 09:56:00,2023-01-08 12:32:00,2023-08-01,1722,9,979.0,427.0,Christina Lopez,Isabella Wong,Emily Chen,>90,Split,5
40d2475b-6aef-4e67-9ccd-ed89e7425a6e,Inbound,Order Related,Order status enquiry,2023-01-08 12:19:00,2023-02-08 13:01:00,2023-08-02,1722,9,979.0,427.0,Christina Lopez,Isabella Wong,Emily Chen,>90,Split,5
5ec55f59-6cf4-4742-b445-82d7d44400a2,Inbound,Order Related,Order status enquiry,2023-01-08 22:07:00,2023-01-08 22:08:00,2023-08-01,1722,9,979.0,427.0,Stacy Washington,Emily Yamashita,Michael Lee,>90,Morning,5
5dc8173a-6a43-44bf-851a-1120e1ed11c3,Inbound,Returns,Return request,2023-01-08 13:47:00,2023-01-08 13:54:00,2023-08-01,1722,9,979.0,427.0,Kevin Randolph,Carter Park,Michael Lee,>90,Morning,5
5cab331d-6045-4fbb-9e26-24a65d97d34e,Inbound,Returns,Service Centres Related,2023-01-08 16:46:00,2023-01-08 16:48:00,2023-08-01,1722,9,979.0,427.0,Brittany Nunez,Emily Yamashita,John Smith,61-90,Evening,4
ee3ab837-88d4-44f2-a42b-d11aa4454d44,Inbound,Order Related,Order status enquiry,2023-01-08 21:20:00,2023-01-08 21:21:00,2023-08-01,1722,9,979.0,427.0,Regina Harper,Harper Wong,William Kim,On Job Training,Evening,5
8518e776-fc14-4ba7-a585-42714d640856,Inbound,Product Queries,Product Specific Information,2023-02-08 14:40:00,2023-02-08 14:41:00,2023-08-02,1722,9,979.0,427.0,Mr. Jeremy Sanchez,Wyatt Kim,Michael Lee,61-90,Afternoon,5
5f1efb7c-b447-430e-abb3-b20a7f41cb1f,Inbound,Returns,Reverse Pickup Enquiry,2023-07-08 16:40:00,2023-01-08 00:04:00,2023-08-01,313,2,699.0,427.0,David Todd,Noah Patel,Michael Lee,31-60,Evening,4
3275f3a2-3e6e-427f-afe7-2581d5fff9a8,Inbound,Returns,Service Centres Related,2023-01-08 06:28:00,2023-01-08 08:14:00,2023-08-01,1722,9,979.0,427.0,Tina Harrington,Carter Park,Michael Lee,>90,Morning,3
071eec38-550f-4b27-9a82-8350c00d89d4,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 08:12:00,2023-01-08 09:33:00,2023-08-01,1722,9,979.0,427.0,Nicole Cummings,Jackson Park,John Smith,>90,Morning,5
69df3f58-c191-417a-9a5b-e1b489d03504,Inbound,Returns,Fraudulent User,2023-01-08 16:17:00,2023-01-08 16:17:00,2023-08-01,1722,9,979.0,427.0,Mario Simpson,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,5
2ad4e1cb-60e8-4a0f-91aa-c253c185ba26,Inbound,Returns,Reverse Pickup Enquiry,2023-07-08 16:40:00,2023-02-08 07:42:00,2023-08-02,758,7,799.0,427.0,Colleen Morton,Zoe Yamamoto,John Smith,>90,Afternoon,1
37875567-db26-40a1-af6d-05afa62a442e,Outcall,Returns,Fraudulent User,2023-01-08 12:02:00,2023-01-08 13:44:00,2023-08-01,1722,9,979.0,427.0,Kristen Walker,Madison Kim,Emily Chen,>90,Split,5
511ff8ee-ca68-452f-9923-4b1c209a012c,Inbound,Order Related,Invoice request,2023-01-08 15:22:00,2023-01-08 15:26:00,2023-08-01,1722,9,979.0,427.0,Troy Nguyen,Amelia Tanaka,Emily Chen,>90,Morning,5
d9956587-ceef-41e0-a334-9cff08dc92d1,Outcall,Returns,Return request,2023-02-08 12:06:00,2023-02-08 13:03:00,2023-08-02,1722,9,979.0,427.0,Devon Daniel,Olivia Wang,Olivia Tan,0-30,Afternoon,5
c32c456b-0cd0-4659-9449-9fa8cb517944,Inbound,Order Related,Delayed,2023-01-08 21:40:00,2023-01-08 21:45:00,2023-08-01,1722,9,979.0,427.0,Michael Scott,Olivia Wang,John Smith,>90,Evening,5
b674778e-fcca-4d70-b773-d242536fbf11,Outcall,Returns,Return request,2023-01-08 22:01:00,2023-01-08 22:04:00,2023-08-01,1722,9,979.0,427.0,Samantha Jones,Jacob Sato,Emily Chen,0-30,Evening,5
d3024d01-3f0c-4e6c-9625-705b3210a30b,Outcall,Returns,Wrong,2023-02-08 08:00:00,2023-02-08 08:11:00,2023-08-02,1722,9,979.0,427.0,Noah Chase,Evelyn Kimura,John Smith,0-30,Morning,5
f68dcb6a-bd2d-405f-b16c-cab014f35003,Outcall,Returns,Wrong,2023-02-08 10:53:00,2023-02-08 11:01:00,2023-08-02,1722,9,979.0,427.0,Sarah Taylor,Carter Park,Jennifer Nguyen,On Job Training,Morning,5
03140c69-1ffa-4960-9bc1-2d6751e510f9,Inbound,Returns,Reverse Pickup Enquiry,2023-02-08 12:34:00,2023-02-08 18:43:00,2023-08-02,1722,9,979.0,427.0,Amy Vazquez,Elijah Yamaguchi,Michael Lee,>90,Night,5
a364f9ba-1ed8-48ed-94a0-25fd53394d16,Inbound,Returns,Reverse Pickup Enquiry,2023-02-08 17:52:00,2023-02-08 17:56:00,2023-08-02,1722,9,979.0,427.0,Kristin Campbell,Ethan Tan,Michael Lee,>90,Evening,5
5d26cd4c-8de5-49a0-91aa-28afd43c6f82,Inbound,Returns,Missing,2023-02-08 19:35:00,2023-02-08 19:45:00,2023-08-02,1722,9,979.0,427.0,Kelsey Garcia,Mia Yamamoto,Emily Chen,>90,Evening,5
bcdd0114-0895-4272-bf22-25173b20044a,Inbound,Order Related,Installation/demo,2023-01-08 09:50:00,2023-01-08 09:51:00,2023-08-01,1722,9,979.0,427.0,Guy Duncan,Carter Park,Jennifer Nguyen,On Job Training,Morning,1
8f139c65-c4e0-475f-880d-4bd79b4e125a,Inbound,Returns,Return request,2023-01-08 18:50:00,2023-01-08 18:52:00,2023-08-01,1722,9,979.0,427.0,Shannon Hicks,Aiden Patel,Olivia Tan,>90,Morning,5
d9118300-169c-418c-9f51-f88bb1808283,Inbound,Order Related,Delayed,2023-01-08 08:01:00,2023-01-08 08:06:00,2023-08-01,1400,8,24999.0,427.0,Mrs. Jennifer Stone,Dylan Kim,Michael Lee,>90,Morning,1
7fa587d4-b78e-4cb2-9b86-1a374bbc5019,Inbound,Returns,Service Centres Related,2023-02-08 15:48:00,2023-02-08 15:49:00,2023-08-02,457,2,15490.0,427.0,Elizabeth Brown,Brayden Wong,Michael Lee,>90,Afternoon,5
fb44c670-7513-4033-9662-7ecbbcd97bee,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 19:05:00,2023-01-08 19:12:00,2023-08-01,1739,5,166.0,427.0,Sergio Carrillo,Emma Park,Jennifer Nguyen,On Job Training,Evening,5
fcbdfaf4-3be8-4bbc-b1ce-cc2520610bd2,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 12:08:00,2023-01-08 12:10:00,2023-08-01,1722,9,979.0,427.0,Kelly Martin,Aiden Patel,John Smith,>90,Morning,5
2187f746-c17e-428b-99e0-71ad3c78a5d6,Outcall,Order Related,Installation/demo,2023-02-08 06:35:00,2023-02-08 06:42:00,2023-08-02,1722,9,979.0,427.0,Kathy Strong,Sophia Sato,John Smith,0-30,Morning,1
976034d8-fede-4170-a54b-314a438e45b8,Inbound,Order Related,Priority delivery,2023-02-08 15:47:00,2023-02-08 15:50:00,2023-08-02,1722,9,979.0,427.0,Marvin Rivera,Carter Park,Jennifer Nguyen,On Job Training,Evening,5
5da0e227-ff4d-4ab5-9838-0aedd8feed2c,Inbound,Refund Related,Refund Related Issues,2023-02-08 13:18:00,2023-02-08 13:27:00,2023-08-02,1293,8,10999.0,427.0,John Barrett,Aiden Patel,John Smith,>90,Morning,1
69ca89da-2d9d-4bd5-ba21-dac42fdd1966,Inbound,Returns,Return request,2023-01-08 14:32:00,2023-01-08 14:34:00,2023-08-01,1722,9,979.0,427.0,Diana Sanchez,William Park,John Smith,0-30,Morning,5
2ab6bdf3-253b-455f-9c6a-0c20a7b6a3e1,Inbound,Returns,Reverse Pickup Enquiry,2023-02-08 11:05:00,2023-02-08 11:07:00,2023-08-02,1722,9,979.0,427.0,Tina Ramirez,Zoe Yamamoto,John Smith,>90,Morning,5
0a26be6a-5acf-4b8e-b893-8833ed5ebf8d,Inbound,Returns,Reverse Pickup Enquiry,2023-02-08 16:19:00,2023-02-08 16:23:00,2023-08-02,1722,9,979.0,427.0,Michael Ruiz,Madison Kim,John Smith,>90,Morning,5
49070e97-e5f9-4181-aff5-b13f39fde8d0,Outcall,Returns,Reverse Pickup Enquiry,2023-02-08 20:01:00,2023-02-08 20:04:00,2023-08-02,1722,9,979.0,427.0,Terri Carr,Brayden Wong,Michael Lee,>90,Afternoon,5
2e5772a1-0590-491a-8ffb-373ec61a874c,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 21:02:00,2023-01-08 21:02:00,2023-08-01,1250,7,2129.0,427.0,Seth Williamson,Sophia Sato,John Smith,>90,Afternoon,5
83f82d1e-9d53-4755-8248-d7f468847ea6,Inbound,Order Related,Order status enquiry,2023-01-08 13:09:00,2023-01-08 13:11:00,2023-08-01,1722,9,979.0,427.0,Lisa Wilson,Isabella Wong,Emily Chen,>90,Afternoon,5
6d4e0f89-37f5-4b30-aaee-a965c761703b,Outcall,Shopzilla Related,Signup Issues,2023-02-08 13:21:00,2023-02-08 13:23:00,2023-08-02,1722,9,979.0,427.0,Brandon Frost,Carter Park,Michael Lee,>90,Morning,5
949ec901-78ad-4e05-8021-c9e666ac8b96,Inbound,Order Related,Invoice request,2023-02-08 14:45:00,2023-02-08 14:48:00,2023-08-02,1722,9,979.0,427.0,Bruce Martin,Zoe Yamamoto,Emily Chen,>90,Split,5
da698468-225c-425a-8d0e-3147f4b3d389,Outcall,Order Related,Order status enquiry,2023-02-08 10:59:00,2023-02-08 11:00:00,2023-08-02,1722,9,979.0,427.0,David Steele,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,2
939c752d-5001-4fc3-99bb-78d0a6420850,Inbound,Payments related,Online Payment Issues,2023-01-08 11:03:00,2023-01-08 11:09:00,2023-08-01,1722,9,979.0,427.0,Margaret Prince,Carter Park,Michael Lee,31-60,Morning,5
52b9d676-b53e-4f72-8829-17a9eb283386,Inbound,Order Related,Installation/demo,2023-02-08 18:20:00,2023-02-08 18:56:00,2023-08-02,1722,9,979.0,427.0,John Barrett,Aiden Patel,John Smith,>90,Morning,5
1661c06c-588e-485d-b6fa-b11a4a8ff3b7,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 18:30:00,2023-01-08 18:40:00,2023-08-01,1722,9,979.0,427.0,Alexis Campbell,Elijah Yamaguchi,Michael Lee,>90,Afternoon,5
1e58d8a4-0f81-45c9-b0e1-8db4bdc4386f,Inbound,Returns,Technician Visit,2023-02-08 07:12:00,2023-02-08 07:17:00,2023-08-02,1722,9,979.0,427.0,Dominique Roberts,Ava Wong,Olivia Tan,>90,Morning,5
2bdf6423-7744-4a3d-a4f2-a82dea562ddc,Inbound,Returns,Return request,2023-02-08 12:54:00,2023-02-08 12:56:00,2023-08-02,1722,9,979.0,427.0,Brandy Johnson,Noah Patel,Michael Lee,>90,Morning,5
ba07a646-40df-4f00-82d3-6d66a6093124,Inbound,Returns,Fraudulent User,2023-02-08 10:06:00,2023-02-08 10:42:00,2023-08-02,1722,9,979.0,427.0,Samuel Blankenship,Brayden Wong,John Smith,>90,Morning,5
1622eeae-67aa-466b-b9f8-c8c14f321f15,Inbound,Feedback,UnProfessional Behaviour,2023-02-08 13:11:00,2023-02-08 13:21:00,2023-08-02,642,2,199.0,427.0,Terri Carr,Brayden Wong,Michael Lee,>90,Afternoon,5
79e07d90-73a8-4d59-bf3a-f6d1c979cc2c,Inbound,Order Related,Installation/demo,2023-02-08 17:25:00,2023-02-08 17:27:00,2023-08-02,1722,9,979.0,427.0,Garrett Parker,Wyatt Kim,Michael Lee,>90,Evening,5
d41b9157-b9bb-4edb-9fb8-a75fead1e3ef,Inbound,Refund Related,Refund Related Issues,2023-02-08 20:28:00,2023-02-08 20:29:00,2023-08-02,1722,9,979.0,427.0,Melinda Montgomery,Landon Tanaka,Emily Chen,61-90,Split,5
ce7c55f1-8072-4f96-ae67-69d2d84be187,Inbound,Returns,Reverse Pickup Enquiry,2023-07-08 16:40:00,2023-01-08 12:54:00,2023-08-01,556,1,295.0,427.0,Matthew Bennett,Olivia Wang,John Smith,>90,Evening,5
1fa3b60a-2987-44d3-97e2-5f49c51e806b,Inbound,Order Related,Delayed,2023-01-08 11:02:00,2023-01-08 11:05:00,2023-08-01,1722,9,979.0,427.0,Erika Black,Scarlett Chen,John Smith,0-30,Morning,5
abb195db-53c8-4655-80c0-6aa741d3d994,Inbound,Order Related,Order status enquiry,2023-01-08 12:02:00,2023-01-08 17:45:00,2023-08-01,1722,9,979.0,427.0,Troy Nguyen,Amelia Tanaka,Emily Chen,>90,Morning,5
e4167617-b033-480e-9be9-f9de981f7912,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 21:22:00,2023-01-08 21:24:00,2023-08-01,1722,9,979.0,427.0,Matthew Callahan,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,4
1886b70a-1523-4143-b8d3-faccdcd7339b,Inbound,Order Related,Invoice request,2023-02-08 12:23:00,2023-02-08 12:28:00,2023-08-02,1722,9,979.0,427.0,David Meyers,Isabella Wong,Emily Chen,>90,Afternoon,4
843f99bf-d4c3-45f8-b84e-e863ce984935,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 12:34:00,2023-01-08 12:36:00,2023-08-01,1722,9,979.0,427.0,Evan Ramsey,Ethan Tan,John Smith,>90,Morning,5
ed76a9bb-ca9f-4c82-a371-6248f4a0cc15,Inbound,Shopzilla Related,General Enquiry,2023-01-08 17:29:00,2023-01-08 18:06:00,2023-08-01,1722,9,979.0,427.0,Joshua Underwood,Carter Park,Michael Lee,>90,Evening,5
c523a0c9-5cb9-492c-94ca-539d3e65f1a7,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 20:32:00,2023-01-08 21:19:00,2023-08-01,1722,9,979.0,427.0,Andrea Beck,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5
d71064f3-71ea-4e24-aef8-3e9c245b5070,Inbound,Feedback,UnProfessional Behaviour,2023-02-08 22:53:00,2023-02-08 22:59:00,2023-08-02,1722,9,979.0,427.0,Jacob Hendricks,Logan Lee,Emily Chen,61-90,Evening,4
079a324c-c827-4142-91bd-7f144935498a,Inbound,Shopzilla Related,Signup Issues,2023-07-08 16:40:00,2023-01-08 07:55:00,2023-08-01,1722,9,979.0,427.0,Brittany Nunez,Emily Yamashita,John Smith,61-90,Evening,5
a509ca1b-83f0-40af-8dd5-d16ff55f9384,Inbound,Refund Related,Refund Related Issues,2023-01-08 07:23:00,2023-01-08 07:25:00,2023-08-01,1722,9,979.0,427.0,Kevin Griffin,Evelyn Kimura,John Smith,0-30,Morning,5
695c3401-3f6e-4603-aa0b-cb855e06135c,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 19:34:00,2023-01-08 19:38:00,2023-08-01,1722,9,979.0,427.0,Sandra Pierce,Emma Park,Jennifer Nguyen,On Job Training,Evening,5
6569ea39-60da-4dfa-aec3-d04d69f0566c,Inbound,Cancellation,Not Needed,2023-02-08 01:01:00,2023-02-08 01:09:00,2023-08-02,1722,9,979.0,427.0,Wendy Church,Wyatt Kim,Michael Lee,31-60,Evening,5
459de96d-1805-4bf5-ab36-d2a16dc682a3,Inbound,Returns,Damaged,2023-02-08 20:16:00,2023-02-08 20:46:00,2023-08-02,1722,9,979.0,427.0,David Todd,Noah Patel,Michael Lee,31-60,Evening,5
73ddcafe-dd8b-4941-8da1-635c00ef3423,Inbound,Returns,Wrong,2023-01-08 09:29:00,2023-01-08 09:34:00,2023-08-01,1407,8,7999.0,427.0,Lisa Padilla,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,5
4598bc5c-637c-4134-b155-50f81f508d10,Inbound,Returns,Reverse Pickup Enquiry,2023-01-08 19:39:00,2023-01-08 19:45:00,2023-08-01,1722,9,979.0,427.0,Veronica Martinez,William Park,John Smith,61-90,Evening,5
c7a5f9d7-eb62-4f19-81f2-fed08e6c92a9,Inbound,Returns,Exchange / Replacement,2023-02-08 14:59:00,2023-02-08 15:00:00,2023-08-02,1722,9,979.0,427.0,Jeffrey Parker,Nathan Patel,Michael Lee,>90,Morning,4
14441926-8809-4289-b54a-2f3a46158c48,Inbound,Returns,Return request,2023-01-08 00:51:00,2023-01-08 00:53:00,2023-08-01,1743,2,1499.0,427.0,Sharon Stephenson,Jacob Sato,Emily Chen,0-30,Evening,5
