"Unique id";"channel_name";"category";"Subcategory";"Customer Remarks";"Order_id";"order_date_time";"Issue_reported at";"issue_responded";"Survey_response_Date";"Customer_City";"Product_category";"Item_price";"connected_handling_time";"Agent_name";"Supervisor";"Manager";"Tenure Bucket";"Agent Shift";"CSAT Score"
"00089ffc-68ce-45f1-9cb2-78ea87189fab";"Inbound";"Payments related";"Online Payment Issues";"Associate was very understanding and humble and he gave me appropriate details.";"34fa20fd-1203-4df7-a228-928c9c6a192b";"";"23/08/2023 22:57";"23/08/2023 22:59";"23-Aug-23";"Unknown";"Others";0;0;"Rebecca Martin";"Mason Gupta";"Jennifer Nguyen";"On Job Training";"Morning";5
"000a073b-5b4a-4f0c-9a5a-30c5f1e9c104";"Outcall";"Shopzilla Related";"Signup Issues";"";"5f166388-f828-4a0c-b41c-f44eabbb2ddb";"";"30/08/2023 15:53";"30/08/2023 15:58";"30-Aug-23";"Unknown";"Others";0;0;"Carolyn Norman";"Abigail Suzuki";"Jennifer Nguyen";"On Job Training";"Evening";5
"000ae1d4-2195-4ce2-a1d0-a2cca854ea06";"Inbound";"Returns";"Wrong";"";"c1834a72-a7fc-4118-aac7-048f03a401b4";"24/07/2023 15:47";"06/08/2023 15:42";"06/08/2023 15:42";"06-Aug-23";"KOTA";"Electronics";3999;0;"Diana White";"Layla Taniguchi";"Emily Chen";">90";"Morning";1
"000c1945-8677-4936-9912-662d16a1dba0";"Inbound";"Order Related";"Delayed";"";"f6276f48-2d20-479d-ad5f-766086015d95";"";"10/08/2023 12:23";"10/08/2023 14:01";"10-Aug-23";"Unknown";"Others";0;0;"Mark Gonzalez";"Amelia Tanaka";"Emily Chen";">90";"Morning";5
"000d91d3-001d-4177-acdb-8ac506333ada";"Inbound";"Returns";"Missing";"Thank u";"2226434a-6cec-46e8-b191-133a3ce79a4c";"";"22/08/2023 08:09";"22/08/2023 08:19";"22-Aug-23";"Unknown";"Others";0;0;"Kathryn Jones";"Ethan Nakamura";"Emily Chen";"0-30";"Evening";4
"000dd947-bf03-41ff-a125-d5b8d839597c";"Inbound";"Product Queries";"Product Specific Information";"Nice";"873ed2e8-e64f-4c35-992c-67608e0b48f3";"";"24/08/2023 09:16";"24/08/2023 09:17";"24-Aug-23";"Unknown";"Others";0;0;"Kimberly Oliver";"Zoe Yamamoto";"William Kim";"On Job Training";"Morning";5
"000e96b5-b38e-4195-8a5c-c2593ef7a6fc";"Outcall";"Returns";"Return request";"";"83a3c17e-8967-4d1b-9cb9-6c16fcb7ebf1";"26/07/2023 11:31";"04/08/2023 15:42";"04/08/2023 15:46";"04-Aug-23";"PULPALLY";"Electronics";798;0;"Kathleen Mcdonald";"Mia Patel";"Olivia Tan";">90";"Morning";4
"000ffa98-5167-4fe5-8832-f7e6af8ed437";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"5f911858-699b-4ee2-9d13-57101df5e77a";"";"31/08/2023 00:03";"31/08/2023 00:04";"31-Aug-23";"Unknown";"Others";0;0;"Jerry Duffy";"Carter Park";"Michael Lee";">90";"Morning";5
"00108d58-ff4c-44f5-bd6c-6eb821748a22";"Inbound";"Product Queries";"Life Insurance";"";"";"";"03/08/2023 12:43";"03/08/2023 18:02";"03-Aug-23";"Unknown";"Others";0;0;"Daniel Duncan";"Emily Yamashita";"Michael Lee";">90";"Morning";3
"00114d37-8c3a-4bbe-8bd8-4c3c9aeea903";"Inbound";"Returns";"Fraudulent User";"";"a5d539da-3da1-482d-9b8d-f0384d8a4b8e";"";"05/08/2023 22:17";"05/08/2023 22:19";"05-Aug-23";"Unknown";"Others";0;0;"Jacob Arnold";"William Park";"John Smith";"61-90";"Evening";5
"0012db23-ad9c-4b5d-a90d-ce015911b84b";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"d523e2e6-981e-41d5-8ae1-a9ca76233524";"";"29/08/2023 17:54";"29/08/2023 18:00";"29-Aug-23";"Unknown";"Others";0;0;"James Vargas";"Jackson Park";"William Kim";"On Job Training";"Evening";5
"0015c74f-3b39-49cb-b73f-2601d33a5dd4";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"";"";"27/08/2023 22:37";"27/08/2023 22:42";"27-Aug-23";"Unknown";"Others";0;0;"Melody Jackson";"Isabella Wong";"Emily Chen";">90";"Evening";5
"001639ad-5050-4513-ac22-50fc1cd3d6e7";"Outcall";"Order Related";"Installation/demo";"";"5c50cd65-4bf8-4a99-9b23-608d17c2136a";"";"31/08/2023 13:49";"31/08/2023 14:50";"31-Aug-23";"Unknown";"Others";0;0;"Gilbert Johns";"Zoe Yamamoto";"William Kim";"On Job Training";"Morning";3
"001701cb-e79e-4007-b73c-462e7e2b3906";"Inbound";"Returns";"Reverse Pickup Enquiry";"Exllent customer service";"63268937-1795-40a1-baeb-fec139586f91";"04/08/2023 14:15";"11/08/2023 09:21";"11/08/2023 09:29";"11-Aug-23";"VARANASI";"LifeStyle";419;0;"Wendy Taylor";"Madison Kim";"Michael Lee";"31-60";"Evening";5
"0017492b-bdf9-4507-87e8-6723f44a3919";"Inbound";"Product Queries";"Product Specific Information";"Overall good";"f87f528d-f047-40c9-8dfe-d35957ffc898";"";"28/08/2023 17:31";"28/08/2023 00:00";"28-Aug-23";"Unknown";"Others";0;0;"Jake Chapman";"Wyatt Kim";"Jennifer Nguyen";"On Job Training";"Morning";5
"0017a908-b777-4f72-bb2e-27880169cb2b";"Outcall";"Returns";"Missing";"";"ff378983-606b-4966-8592-0804806d1052";"";"21/08/2023 21:59";"21/08/2023 22:00";"21-Aug-23";"Unknown";"Others";0;0;"Mr. Allen Fisher";"Landon Tanaka";"Jennifer Nguyen";"On Job Training";"Evening";1
"001ab7b5-d278-4dc9-9a4e-9fbae3699d49";"Inbound";"Returns";"Fraudulent User";"";"49f9b311-ca2a-4056-8fe9-0f640fbf78c3";"";"30/08/2023 16:04";"30/08/2023 16:07";"30-Aug-23";"Unknown";"Others";0;0;"David Smith";"Nathan Patel";"John Smith";">90";"Split";5
"001b8dcd-de7e-475c-8908-ea78201cb6a3";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"";"";"15/08/2023 09:52";"15/08/2023 09:59";"15-Aug-23";"Unknown";"Others";0;0;"Shelly Huber";"William Park";"John Smith";"61-90";"Evening";4
"001c68cb-2b3d-47d3-9eeb-135ac6d73904";"Inbound";"Returns";"Service Centres Related";"";"d1c7aa46-0e0e-4ede-a181-9fc786fd5639";"";"01/08/2023 16:11";"01/08/2023 16:44";"01-Aug-23";"Unknown";"Others";0;0;"John Robinson";"Nathan Patel";"Michael Lee";">90";"Afternoon";5
"001d1638-f862-4eea-8329-e1210ff678e8";"Inbound";"Order Related";"Delayed";"";"0857d0ff-3aab-4b5a-883f-a9acfb3136a4";"";"10/08/2023 11:53";"10/08/2023 11:54";"10-Aug-23";"Unknown";"Others";0;0;"Michael Gomez";"Mia Patel";"John Smith";"31-60";"Morning";5
"001d1e92-83c8-41f4-a08b-9b246bfe898d";"Inbound";"Returns";"Reverse Pickup Enquiry";"Good";"";"";"27/08/2023 17:01";"27/08/2023 17:07";"27-Aug-23";"Unknown";"Others";0;0;"Jennifer Hernandez";"Lily Chen";"Michael Lee";">90";"Morning";5
"001dc5b3-fad7-4397-9087-8af97c2d2921";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"dcdb792f-314d-4e3c-8558-def7abed374c";"06/07/2023 15:51";"04/08/2023 09:06";"04/08/2023 10:38";"04-Aug-23";"GURGAON";"Home Appliences";524;0;"Timothy Huff";"Aiden Patel";"John Smith";">90";"Morning";5
"001e5104-3da3-47a9-bfca-5a9460b1e3a4";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"9a6d6861-87ec-4ba2-bd0e-6e78ce66ee4c";"";"25/08/2023 17:54";"25/08/2023 17:58";"25-Aug-23";"Unknown";"Others";0;0;"Wendy Taylor";"Madison Kim";"Michael Lee";"31-60";"Evening";5
"001f1d62-ba7e-4a18-a0b8-712921a837f5";"Outcall";"Shopzilla Related";"General Enquiry";"";"24d0e466-7038-4e95-a684-66f18396c600";"";"18/08/2023 15:07";"18/08/2023 15:20";"18-Aug-23";"Unknown";"Others";0;0;"Samantha Miller";"Brayden Wong";"John Smith";">90";"Evening";5
"0020a131-75b5-4b26-9981-d7c2bb67d904";"Inbound";"Order Related";"Installation/demo";"";"c247099b-2906-4c43-8340-f78810123705";"";"09/08/2023 09:30";"09/08/2023 12:34";"09-Aug-23";"Unknown";"Others";0;0;"Jared Scott";"Zoe Yamamoto";"William Kim";"On Job Training";"Morning";5
"0020bd91-2a25-4597-834e-e192eece574d";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"ac52a0af-4348-4b11-967f-a82dde362483";"";"20/08/2023 15:14";"20/08/2023 15:15";"20-Aug-23";"Unknown";"Others";0;0;"Jessica Daugherty";"Emily Yamashita";"John Smith";">90";"Split";5
"0021c8f6-ead5-4865-b414-90cb770cf786";"Inbound";"Refund Related";"Refund Related Issues";"";"879fa1d8-ca9d-4269-9035-6b49ed8efee5";"";"01/08/2023 09:01";"01/08/2023 09:02";"01-Aug-23";"Unknown";"Others";0;0;"Mrs. Jennifer Stone";"Dylan Kim";"Michael Lee";">90";"Morning";4
"0022542f-9c18-409c-b9a0-a4d16468b0a6";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"c060802d-d15f-48f3-9008-f4b6f6816024";"";"20/08/2023 11:13";"20/08/2023 12:59";"20-Aug-23";"Unknown";"Others";0;0;"Pamela Hughes";"Dylan Kim";"Jennifer Nguyen";"On Job Training";"Morning";5
"00241e33-6c1b-41a2-9f3a-ff32900cd4b0";"Outcall";"Order Related";"Order status enquiry";"u have a very poor performance regarding reaching the needs of customer, the worst experience of my life. Even the customer executive have poor etiquette and no prior information for customer to inform them I will make sure people who I know will never shop from Shopzilla";"9092d822-e5ff-4df3-a2b0-abec7edbbfae";"";"08/08/2023 21:23";"08/08/2023 21:30";"08-Aug-23";"Unknown";"Others";0;0;"Joshua Christensen";"Ava Wong";"William Kim";">90";"Morning";1
"0025c523-f9dd-4fe0-a486-c032996032d4";"Inbound";"Order Related";"Delayed";"";"72389262-9f22-429d-a259-5a94ba0d15b4";"06/06/2023 01:27";"29/08/2023 10:26";"29/08/2023 20:44";"29-Aug-23";"KOLKATA";"Furniture";31999;0;"Katrina Mendoza";"Emma Park";"John Smith";"31-60";"Morning";1
"0025dd19-a7b4-4e11-b5d4-fd34bf959b4f";"Inbound";"Returns";"Missing";"";"0cff5580-7ef2-4ae2-ba50-f529a2ee61e2";"";"28/08/2023 18:52";"28/08/2023 18:56";"28-Aug-23";"Unknown";"Others";0;0;"Gabriel Campos";"Abigail Suzuki";"William Kim";"On Job Training";"Morning";5
"0025df4b-27cf-433f-9e02-6657769b5ec5";"Outcall";"Returns";"Reverse Pickup Enquiry";"";"1b5de2b6-c3d4-4275-9fe3-a36bdd888cb3";"";"25/08/2023 18:00";"25/08/2023 18:03";"25-Aug-23";"Unknown";"Others";0;0;"Richard Gordon";"Zoe Yamamoto";"John Smith";">90";"Evening";5
"002820c3-fb40-4b1a-8360-4fd6790f2150";"Inbound";"Feedback";"UnProfessional Behaviour";"";"b49d1266-9d2a-4093-9441-274a31c80e08";"";"23/08/2023 19:59";"24/08/2023 07:58";"24-Aug-23";"Unknown";"Others";0;0;"Joseph Brown";"Brayden Wong";"Olivia Tan";">90";"Morning";1
"002824c7-9211-46bc-9564-a3ed419d6a00";"Outcall";"Returns";"Reverse Pickup Enquiry";"Nice";"29d5ca3f-3f3f-48af-984e-3a6701cf0609";"";"24/08/2023 17:21";"24/08/2023 17:29";"24-Aug-23";"Unknown";"Others";0;0;"Ann English";"Olivia Suzuki";"Olivia Tan";"On Job Training";"Morning";5
"0028891e-2aa0-491a-9bac-46165a6c2849";"Inbound";"Returns";"Reverse Pickup Enquiry";"Should be an option to connect to customer service executive with few clicks only.";"965d9b71-d52d-4cbc-8179-93c0bb9aad4c";"";"02/08/2023 21:19";"02/08/2023 21:23";"02-Aug-23";"Unknown";"Others";0;0;"Shannon Hicks";"Aiden Patel";"Olivia Tan";">90";"Morning";5
"00295bcd-030e-4489-8d92-8653c89a5c0a";"Inbound";"Returns";"Fraudulent User";"";"";"";"12/08/2023 15:41";"12/08/2023 15:43";"12-Aug-23";"Unknown";"Others";0;0;"Timothy Henry";"William Park";"John Smith";"31-60";"Morning";5
"002aac0b-76fa-41d4-a57d-b579ef64b56e";"Outcall";"Returns";"Reverse Pickup Enquiry";"Was quite well while talking but if my problem could have resolved that time only it would be lovely. I know it was kept on high priority. Then also keep it up.";"a208761a-67b9-4298-85fd-8531c5667fba";"";"19/08/2023 19:28";"20/08/2023 12:26";"20-Aug-23";"Unknown";"Others";0;0;"Debra Hanson";"Alexander Tanaka";"Jennifer Nguyen";"On Job Training";"Morning";4
"002bae9b-a283-4f2c-beb1-4ecf00958643";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"8ece0a46-a048-4c8a-b7d8-09c7f227ba9e";"";"08/08/2023 20:45";"08/08/2023 20:47";"08-Aug-23";"Unknown";"Others";0;0;"David Todd";"Noah Patel";"Michael Lee";"31-60";"Evening";1
"002c1ee8-cc62-48f6-a93c-a6abb2f3e0c3";"Inbound";"Order Related";"Order status enquiry";"";"2abbedeb-67dd-4787-9bcf-c478456243e0";"";"06/08/2023 14:19";"06/08/2023 14:20";"06-Aug-23";"Unknown";"Others";0;0;"Jennifer Munoz";"Aiden Patel";"John Smith";"61-90";"Morning";4
"002d738f-6c80-41be-8afd-c118b162feea";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"96b98fd7-619f-4ddc-93f3-b5ab0b92e3c2";"08/08/2023 23:23";"17/08/2023 16:34";"17/08/2023 18:43";"17-Aug-23";"JABALPUR";"LifeStyle";377;0;"William Scott";"Evelyn Kimura";"Jennifer Nguyen";"On Job Training";"Evening";5
"002dbb37-ec59-4766-86e0-151f81f1d1d4";"Inbound";"Order Related";"Order status enquiry";"";"";"";"27/08/2023 11:09";"27/08/2023 11:10";"27-Aug-23";"Unknown";"Others";0;0;"Sharon Bullock";"Scarlett Chen";"John Smith";"0-30";"Morning";5
"002dd29c-14d0-4b02-90eb-db7308e4c567";"Inbound";"Payments related";"Wallet related";"Vygg";"4489056e-5f2e-4dda-8a25-d54454294f95";"";"25/08/2023 12:59";"25/08/2023 13:16";"25-Aug-23";"Unknown";"Others";0;0;"Dr. Heather Lewis";"Elijah Yamaguchi";"Emily Chen";"61-90";"Evening";5
"002ed08f-0a97-4dac-aac8-690e45ac21b2";"Inbound";"Returns";"Reverse Pickup Enquiry";"Very well service";"c3acf8c5-000f-43d4-99d3-8cb2614fa562";"";"07/08/2023 16:10";"07/08/2023 16:17";"07-Aug-23";"Unknown";"Others";0;0;"Micheal Wagner";"Aiden Patel";"John Smith";">90";"Evening";5
"002f8fde-3d36-4f2c-83db-45d285228aa3";"Inbound";"Returns";"Return request";"";"76a10f61-f880-4ee3-a444-45a2b33b332e";"";"05/08/2023 15:44";"05/08/2023 15:49";"05-Aug-23";"Unknown";"Others";0;0;"Marcia Mendez";"Brayden Wong";"Michael Lee";">90";"Afternoon";4
"002f9843-68ae-4dc3-9dc5-7c2deb0df4f2";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"";"";"15/08/2023 14:16";"15/08/2023 14:19";"15-Aug-23";"Unknown";"Others";0;0;"Kristi Schultz";"Noah Patel";"Michael Lee";"61-90";"Night";5
"0030d5c3-4d55-4fc9-b776-4b78210b5d2e";"Inbound";"Order Related";"Delayed";"Delevery is very late.";"2510727d-3c51-4a28-ad0d-fe15794f5417";"01/08/2023 16:09";"14/08/2023 17:11";"14/08/2023 20:34";"14-Aug-23";"BOKARO";"LifeStyle";369;0;"Andrea Conley";"Noah Patel";"Michael Lee";"31-60";"Evening";1
"0031925c-fa26-467e-88fd-02f2cb29b056";"Inbound";"Order Related";"Delayed";"Quick solve";"59d0077c-8b93-49bd-9f15-59708be5021d";"";"17/08/2023 09:15";"17/08/2023 09:18";"17-Aug-23";"Unknown";"Others";0;0;"Cristina Harris";"Jacob Sato";"Jennifer Nguyen";"On Job Training";"Morning";5
"0031b77c-bdb2-446c-b8ee-7419aeecfd19";"Inbound";"Returns";"Reverse Pickup Enquiry";"";"7773941f-175c-4f72-97b5-0ce3083d025e";"02/08/2023 13:55";"11/08/2023 23:31";"11/08/2023 23:32";"11-Aug-23";"MUMBAI";"Electronics";19999;0;"Morgan Zavala";"Nathan Patel";"Emily Chen";"0-30";"Evening";5
"00328bce-92b0-4f43-abbe-69ecdd4f3ffe";"Inbound";"Order Related";"Installation/demo";"";"3bbbfb8b-b7ac-4f5f-9d49-7683cad9edb3";"";"07/08/2023 06:09";"07/08/2023 06:15";"07-Aug-23";"Unknown";"Others";0;0;"Michael Miller";"Sophia Sato";"John Smith";"0-30";"Morning";5
"003346b1-2bcf-4cdc-93ee-5d373bc5b376";"Inbound";"Order Related";"Installation/demo";"";"cb0de0b3-227c-40c0-9f27-5f65843d76bb";"";"10/08/2023 21:53";"10/08/2023 21:54";"10-Aug-23";"Unknown";"Others";0;0;"Karen Smith";"Lucas Singh";"John Smith";">90";"Evening";5
"0034853b-503d-4744-a2e9-ece6375bb8f4";"Outcall";"Returns";"Return request";"";"";"";"16/08/2023 14:22";"16/08/2023 14:26";"16-Aug-23";"Unknown";"Others";0;0;"Devon Daniel";"Olivia Wang";"Olivia Tan";"0-30";"Afternoon";5
"0034acda-eb53-435f-8b8c-442ad480b149";"Outcall";"Returns";"Reverse Pickup Enquiry";"Solution to   pass bus customer   krna h aapka motive";"d67f46ed-cc62-42aa-9c61-4ce9aefe575e";"";"31/08/2023 16:14";"31/08/2023 16:45";"31-Aug-23";"Unknown";"Others";0;0;"Joel Marsh";"Madison Kim";"Michael Lee";"31-60";"Evening";1
"00350cc3-92f6-4203-ada9-58ecea5fbe8c";"Inbound";"Order Related";"Order status enquiry";"";"ef36c1dd-e684-4d7b-9811-db163674aa1a";"";"07/08/2023 16:12";"07/08/2023 16:14";"07-Aug-23";"Unknown";"Others";0;0;"Kevin Lee";"Harper Wong";"William Kim";"On Job Training";"Evening";5
"003578d3-e073-474c-971a-5195a6a82192";"Inbound";"Order Related";"Order status enquiry";"satisfied";"ce96b434-d574-4baf-a42b-eb421b1e4743";"25/07/2023 16:58";"11/08/2023 09:02";"11/08/2023 23:37";"11-Aug-23";"GORAKHPUR";"LifeStyle";1800;0;"Fred Newman";"Amelia Tanaka";"Michael Lee";">90";"Morning";5
"00365748-ea10-472b-9911-43026b028300";"Inbound";"Refund Related";"Refund Related Issues";"";"";"";"14/08/2023 18:13";"14/08/2023 20:18";"14-Aug-23";"Unknown";"Others";0;0;"Robert Lewis";"Logan Lee";"Emily Chen";"61-90";"Evening";5
"0036b30f-e4bf-42a8-9c07-5b88d2d026e0";"Inbound";"Returns";"Return request";"Good ?? person";"0b52dd8f-01f0-4b19-a5a4-30edde0c6c66";"";"22/08/2023 21:41";"22/08/2023 21:55";"22-Aug-23";"Unknown";"Others";0;0;"Brenda Suarez";"Ethan Nakamura";"Jennifer Nguyen";"On Job Training";"Morning";5
"003798b7-cf0a-4f72-92f1-9f43cbcd0948";"Inbound";"Refund Related";"Refund Enquiry";"";"dda3bcca-1ff0-4cf6-911f-8048e9c22f18";"";"05/08/2023 09:24";"05/08/2023 09:25";"05-Aug-23";"Unknown";"Others";0;0;"Ryan Payne";"Scarlett Chen";"John Smith";"0-30";"Morning";5
"00388283-1743-4caa-8826-620dc89b622b";"Inbound";"Returns";"Missing";"Best";"d7c50eee-45f0-4cd2-80cc-cb4e6a87a6a6";"";"30/08/2023 13:20";"30/08/2023 14:09";"30-Aug-23";"Unknown";"Others";0;0;"Lindsey Colon";"William Park";"John Smith";"31-60";"Morning";4
"003a5219-b983-4e7b-a969-115a21b15b4e";"Inbound";"Shopzilla Related";"General Enquiry";"";"3f2a39de-797f-4790-a97b-1687d2c627d5";"";"24/08/2023 19:47";"25/08/2023 10:45";"25-Aug-23";"Unknown";"Others";0;0;"Thomas Martin";"Wyatt Kim";"Jennifer Nguyen";"On Job Training";"Morning";1
"003b2f21-e84e-43db-9f3e-f88edc87ce0c";"Inbound";"Returns";"Service Center - Service Denial";"";"dfda3c73-ce1e-4b38-8ddf-998b19a711fb";"";"18/08/2023 14:15";"18/08/2023 14:27";"18-Aug-23";"Unknown";"Others";0;0;"Patrick Flores";"Olivia Wang";"John Smith";">90";"Evening";5
"003b86b6-4f6b-4bef-8f17-b57d903a2297";"Inbound";"Returns";"Missing";"They make my issue clearance effective.";"e830e400-2c6e-40fe-9a13-cf62f079ca06";"";"25/08/2023 18:43";"25/08/2023 18:49";"25-Aug-23";"Unknown";"Others";0;0;"William Scott";"Evelyn Kimura";"Jennifer Nguyen";"On Job Training";"Evening";5
"003c3377-8a2e-4368-9c4a-6dab4c85c342";"Inbound";"Returns";"Return request";"";"";"";"03/08/2023 15:57";"03/08/2023 16:01";"03-Aug-23";"Unknown";"Others";0;0;"Kathryn Jones";"Ethan Nakamura";"Emily Chen";"0-30";"Evening";5
"003e95b2-7d5e-4ad6-a356-864451fcfe49";"Outcall";"Returns";"Reverse Pickup Enquiry";"Return policy acceptance questions has to be reviewed and revised based on customer complaints.";"a652f342-6066-4511-8555-a55bedfbbdbd";"";"18/08/2023 21:42";"20/08/2023 07:41";"20-Aug-23";"Unknown";"Others";0;0;"Joshua Underwood";"Carter Park";"Michael Lee";">90";"Evening";5
"003f0f38-78c5-4938-8aa4-07f18d2fbea0";"Inbound";"Order Related";"Order status enquiry";"Delivery all products at once";"9501fdb2-08b4-49ba-a122-7a05a6da365f";"10/08/2023 10:01";"14/08/2023 12:23";"14/08/2023 22:19";"14-Aug-23";"VARANASI";"Books & General merchandise";58;0;"Patricia Holmes";"Emma Park";"John Smith";">90";"Morning";5
"0041d7f5-aa21-48fe-a320-0c5733aded23";"Outcall";"Cancellation";"Return cancellation";"";"";"";"04/08/2023 11:57";"04/08/2023 13:17";"04-Aug-23";"Unknown";"Others";0;0;"Stacy Singh";"Aiden Patel";"John Smith";">90";"Morning";5
"00420de0-ab71-4774-85d1-3f43612b2b39";"Inbound";"Offers & Cashback";"Other Cashback";"";"";"";"04/08/2023 22:02";"05/08/2023 00:32";"05-Aug-23";"Unknown";"Others";0;0;"Dalton Oneal";"Noah Patel";"Michael Lee";"31-60";"Evening";5
"0042319b-7c13-4bf4-b5c3-e53ec82badee";"Outcall";"Returns";"Reverse Pickup Enquiry";"";"7c485be7-8f48-4008-a9f2-4595c8a0b346";"";"28/08/2023 13:33";"28/08/2023 00:00";"28-Aug-23";"Unknown";"Others";0;0;"David Byrd";"Emma Park";"Jennifer Nguyen";"On Job Training";"Evening";5
"00433c58-541e-4c92-8e7d-530569fc6944";"Inbound";"Order Related";"Delayed";"Nice to talk with Shopzilla service centre";"afb0aa8f-3a32-4c71-a6fd-9ef37d623680";"25/08/2023 01:13";"28/08/2023 21:43";"28/08/2023 00:00";"28-Aug-23";"MUMBAI";"Electronics";999;0;"Daniel Davis";"Madison Kim";"John Smith";">90";"Morning";5
"00434691-6b74-4c49-9ddc-f8f8aad5be75";"Inbound";"Returns";"Missing";"Good ????";"8d36b9df-8cd3-4c4d-b657-54b36852387d";"";"19/08/2023 13:24";"19/08/2023 14:10";"19-Aug-23";"Unknown";"Others";0;0;"Rhonda Martin DVM";"Wyatt Kim";"Jennifer Nguyen";"On Job Training";"Morning";5
"004376e1-e054-4501-b18e-dc0d3c75a55e";"Inbound";"Shopzilla Related";"General Enquiry";"";"5f0f2635-267d-4ec4-b539-d071e3e6e213";"";"05/08/2023 21:25";"05/08/2023 21:29";"05-Aug-23";"Unknown";"Others";0;0;"Katrina Rodriguez";"Elijah Yamaguchi";"John Smith";">90";"Evening";5
